Symbol,baseMean,log2FoldChange,padj
Tle2,172.1697899,-0.205974823,0.490290004
Hrob,4.798140551,0.811807791,
Dsg1c,0.515070485,-0.438056478,
Vax2,31.35014442,-0.59671997,0.605410491
B3galt1,59.55820317,0.710847885,0.478155692
Gna11,2733.354209,-0.087712188,0.370341077
Cd207,0.623081456,-2.802215528,
Gpsm3,297.6403273,0.069005534,0.84087353
Rab24,690.6215497,0.048370533,0.76815898
Gna15,54.3926118,-0.160765188,0.7953
G6pc3,981.1377184,-0.009114865,0.972223957
Ccdc122,180.3617808,0.39396528,0.070063954
Cpne7,29.4307149,0.053208923,0.922826366
Unc13a,611.3220028,-0.121594963,0.280431445
Zfp661,108.0071431,0.384568683,0.061173704
Sos2,1197.503278,0.177521622,0.468203038
Colgalt1,2129.848719,-0.147404804,0.017355736
Scn7a,6808.711176,-0.271338525,0.177646725
Grip1,3.286110104,0.062024579,
Celf5,4.741853672,-0.987734821,
Cpsf7,1161.115463,0.092418865,0.545906639
Nrip3,4.361392477,-0.984699464,
Nup54,593.7419621,-0.032856013,0.903524455
Nxnl1,104.7421124,0.13181238,0.77451437
Tet3,1235.744921,0.135199458,0.335206952
Tespa1,8.241487674,0.112530593,
Gnat1,0.970214248,1.063265293,
Larp6,135.067318,-0.316261593,0.360287569
Art3,6816.043388,-0.191594631,0.250215306
Plvap,2290.705465,-0.077043894,0.825452514
Ttc21b,220.7603982,-0.08896478,0.703753636
Tmem127,2118.007827,0.051122973,0.656476781
Acot11,49.14649228,0.718899713,0.174584928
Mfsd12,793.3070488,-0.220035835,0.465284647
Cxcl10,135.6567876,-0.092009914,0.858339952
Fam214a,2418.072016,-0.077551122,0.864143008
Ano8,1010.861778,-0.004908396,0.98871264
Ankrd27,1393.351778,0.033526072,0.881684316
Myl12b,3177.323213,-0.096863404,0.537532103
Fam151a,17.33044605,0.538372645,
Gipc3,58.48764843,-0.118951557,0.798285854
Nudt19,936.0916256,0.279638661,0.108553017
Mrpl34,571.810485,0.070755734,0.753163996
Tbxa2r,22.20880857,-0.081726585,0.912065857
Lrr1,1.177627076,-0.834548745,
Cactin,443.2338516,0.044216301,0.784152215
Sncb,1.149907546,1.368495428,
Rps29,3649.425959,0.018458174,0.9336574
Cog3,588.9801609,-0.063596198,0.636525035
Filip1,317.5830058,0.913335934,0.117693987
Pip5k1c,1424.062564,-0.004604569,0.98717622
Cobll1,1973.835137,-0.049745605,0.899129616
Ncaph,52.28076251,-0.333275938,0.427485696
Sidt2,5737.364877,-0.048509782,0.827399818
Pygo1,328.8810954,0.474712283,0.1158178
Ushbp1,1035.264131,-0.158775411,0.634739313
Mdga2,2.175519189,0.004386112,
Tjp3,16.76805022,-0.373556876,
Cdhr2,6.092516455,2.010117195,
Ttc22,5.916061518,-0.694371294,
Ly6g6f,0.66769707,-1.025758431,
Dhcr24,670.2691982,-0.282541754,0.508979192
Rnf44,2773.481095,0.021718393,0.918969029
Rtkn,205.0828954,0.028489108,0.957333266
Dhx8,679.8619475,-0.124783234,0.240251042
Mrpl54,718.2017577,-0.067134132,0.803600102
Arl4d,246.6192842,-0.019455851,0.969988867
Synrg,1675.256083,-0.017419226,0.928350399
Tmem106a,1278.83734,-0.270481346,0.128267808
Zfr2,80.2061974,-0.290575931,0.50933658
Cog7,997.1455414,0.024594069,0.883753938
Cebpa,28605.16722,0.070973364,0.799323458
Atcay,73.32199117,4.261786606,0.0097354509999999
Rubcnl,24.66788539,-0.402831294,0.420357414
Lbx2,8.167859721,-0.049886439,
Dop1a,935.8666665,-0.055064086,0.661528931
Dapk3,887.7149177,0.037372659,0.801664379
Parm1,768.151409,0.621194655,0.359171172
Hrh2,65.39709976,-0.256758404,0.405844421
Otoa,1.523982731,-1.740868824,
Vat1,4129.039303,-0.015705831,0.9748081
Eef2,43867.75233,0.014355286,0.932314638
Htr2a,35.16923387,-0.05096144,0.960558338
Foxn2,588.6796315,0.165861411,0.367005496
Dpp4,1302.867203,0.213480231,0.689953462
Igsf6,104.4931839,0.079646669,0.86355773
Rundc1,430.2714159,-0.000499799,0.999283571
Zbtb7a,2339.386544,0.031972344,0.889733438
Epgn,5.535142967,-1.097640178,
Baz1a,834.2462409,0.003723983,0.993639884
Ncapd3,516.0242325,0.021018256,0.910323828
Map2k2,2514.473469,0.301047791,0.150260639
Nek11,6.393611301,0.02125384,
Tbr1,0.663538862,-0.386226185,
Creb3l3,19.88212474,-0.243298905,0.750051968
Ccl5,55.61540535,0.339479214,0.625384801
Zc3h12b,41.98928161,0.131734886,0.731359621
Kri1,627.9918603,-0.18686143,0.175508333
Anapc13,701.738093,-0.079156584,0.611009519
Rrp12,341.9114504,0.274082823,0.599319422
Dhx57,548.2899667,-0.096938772,0.507235643
Mgat4d,0.29926494,0.028338949,
Zc4h2,100.9610856,-0.255159601,0.172052787
Eef2k,1770.350388,-0.194420329,0.298563226
Xkr6,45.5673891,-0.406695536,0.114573864
Oma1,350.1488879,-0.080298661,0.79573187
Mtmr9,1074.59128,-0.100517559,0.467633342
1700020L24Rik,474.5529041,-0.079611678,0.821761748
Becn1,1662.012235,-0.035495463,0.706555777
Secisbp2l,2909.905565,-0.031581706,0.834725509
Fam167a,186.5430625,-0.357337565,0.495586888
Eva1a,27.44480881,-0.197303488,0.718446221
Egln3,189.5412459,1.672317674,0.055679996
Dcbld2,932.6730216,-0.06574498,0.719889254
Shc4,569.4348496,-0.132301896,0.535488928
Wnk4,34.91045531,0.0228475,0.98085049
Neil2,150.5666583,0.000921304,0.999283571
Gcfc2,156.5815289,-0.026380884,0.929974482
Dnai4,70.96599918,-0.43827593,0.079158767
Gm6781,4.704613337,-0.161886672,
Brinp3,9.851195843,-0.211026313,
Arhgap5,2603.075384,-0.079778996,0.740448672
Secisbp2,481.4868185,-0.047849454,0.784092059
Nubpl,180.5375079,-0.205232262,0.351238586
Gpr33,0.448444745,-0.04990612,
Eif2s3x,738.5124938,-0.021997915,0.899437111
Elmod2,884.0554341,0.063135717,0.768511243
Ap2b1,3238.287588,-0.060463762,0.573519389
Mitf,494.3929372,-0.006390679,0.990835798
Ints6,555.6629155,0.159983395,0.494146769
Zc3h12c,191.4052866,0.092142081,0.779472463
Kcne3,16.86318039,-0.278508936,
Tanc1,1227.396595,-0.23098832,0.193488515
1110059E24Rik,168.6574889,0.006188321,0.984434613
Plekhh3,1016.035083,0.440167345,0.109704194
Ccdc186,809.6366777,-0.021457366,0.909281188
Ppp1r32,5.821952206,0.92102358,
Heatr5a,1042.157874,-0.154697944,0.190605538
Slc24a5,128.4064286,0.218947639,0.343510997
Fam124a,563.1061317,-0.209714964,0.602941705
Ubd,43.69424366,0.589675048,0.114717799
Nkx6-1,1.983183951,0.637638655,
Ano4,3.262203935,0.415846462,
Tubg1,733.3971864,-0.001118514,0.999283571
Arl6ip5,1614.778297,0.009848247,0.975707007
Chrnb4,0.550988433,1.885490707,
Lars2,1203.192287,0.091714297,0.757579227
Epn1,3976.633602,0.173991506,0.266107251
Sppl2b,625.8424885,0.153255672,0.353548893
Slfn8,323.9721935,-0.58426064,0.019094367
Xrra1,9.086985739,0.503353961,
Leprot,1127.072762,0.055221831,0.755596286
Lsm7,182.8059342,-0.008508246,0.978319494
Rims4,168.6388432,0.463644637,0.324610347
Spcs2,1833.254546,0.010542011,0.958415313
Ccdc106,59.28965601,0.433671067,0.059969444
Pdk3,299.1055141,-0.410906516,0.09325341
Abraxas1,237.9545973,0.15388278,0.391913044
Trim13,123.9511997,0.096655695,0.734665107
Scai,350.0787497,0.172377765,0.250721158
Lcat,44.72800663,-0.406883229,0.243038659
Kcnk15,0.225680483,1.402317718,
Neu3,54.34124282,0.210365873,0.681695084
Oaz1,4548.726015,0.147959984,0.422428408
Eogt,450.8074148,-0.27200157,0.031668609
Pcyt1b,22.61062558,0.095615762,0.890125851
Hectd1,2813.80567,0.154785673,0.530680572
Tut7,2069.056989,-0.034920646,0.767432903
Abi3bp,2336.969597,-0.178648214,0.510632525
Amh,5.507749246,-0.047752529,
Helq,156.1946303,-0.162960967,0.320165811
Pkig,605.5838513,0.249289092,0.308642673
Impg2,8.409764497,0.461027727,
Hpse,260.9759561,0.050818327,0.925170108
Tpbg,56.3519585,-0.230275017,0.774479665
Raver2,1264.435177,0.046275124,0.886387407
Arx,1.746147071,0.756610796,
Plekhj1,585.2157656,-0.094151775,0.646497646
Ssc5d,642.0723425,-0.237529581,0.573038088
Adrb1,187.0613974,-0.94492087,0.150594014
Vps13c,2205.323822,-0.0990697,0.742236299
Nat14,44.94969879,0.076917172,0.859469677
G2e3,222.6054316,-0.110356821,0.599275069
Wdr38,2133.598536,-0.026666666,0.922850393
Sgcg,379.0650184,3.185123904,0.106118725
Cops4,1154.055693,0.16313871,0.509008137
Klhl35,12.55887546,0.459222403,
Mid1,80.1670907,0.218607846,0.568819664
Ror1,71.60092957,-0.353568509,0.375611346
Gnptab,1958.078707,-0.272371716,0.239529708
Gdpd5,307.8284675,-0.135107539,0.60930446
Sec31a,4799.915506,-0.205116163,0.025157626
Fbxo33,409.3558345,0.171413531,0.645628222
Uchl4,0.819474089,-1.447972232,
Lzts2,3731.867923,-0.243727726,0.00688863
Nup37,137.9651657,-0.09750301,0.665928515
Ccl12,24.68280889,-0.311282852,0.750392391
Uvrag,776.4430844,-0.09373299,0.30747894
Kcnh4,17.59152429,0.338055806,
Nfkbiz,348.4137721,-0.080408738,0.870379702
Pdzrn3,1621.899125,0.271357278,0.410667397
Parpbp,12.33692339,0.193657671,
Rmi1,830.4813447,0.039489092,0.784541343
Gm49322,1074.658271,-0.197789986,0.321055161
1810055G02Rik,366.8008858,-0.207257986,0.221046231
Ccl7,76.05414861,-0.721956526,0.234716134
Hacd2,5508.385857,-0.149159292,0.526689737
Shq1,83.05974185,0.015515468,0.96804979
Pcsk7,783.1720646,-0.00288739,0.991274741
Pmch,3.583776857,0.362215591,
Ccl2,65.72615016,-0.371840972,0.358261273
Brsk1,70.6165922,0.056893469,0.868819896
Dennd1a,1263.017247,0.024347367,0.9113022
Cfap53,3.858784538,0.407788832,
Klf16,390.0501823,0.48878499,0.111967805
Oser1,244.6473705,0.059817775,0.806355959
Emsy,928.298684,0.098785839,0.518774395
Crb2,4.398334148,1.381343092,
Kank4,57.96958175,-0.739993662,0.045390081
Tmem98,503.7186263,-0.036525154,0.914501581
Ptprh,0.084010896,0.577922156,
Sstr1,0.98984559,-0.244773176,
Abca17,2.248790646,0.500861732,
Rabgap1,1101.087497,0.024581728,0.818780528
Haus8,79.85061554,0.009410687,0.983147992
Myo1d,782.3972118,-0.240504114,0.172324484
Thyn1,425.0628049,0.060278348,0.816607366
Ccr3,5.587377266,0.501173756,
Foxa1,0.569102236,-2.669664274,
Samt3,0.077152452,0.577922156,
Fignl1,18.88396775,-0.277763169,
Prdm8,106.8316085,-0.103517343,0.878786327
Tnni3,25.67351266,0.054938931,0.945941856
Stab2,49.24360794,0.35584231,0.71415135
Rcbtb1,719.5268525,0.118276119,0.439358181
Slc25a21,5.30929232,-0.621467083,
Galm,1303.797366,-0.145542794,0.459871944
Tab3,670.6666975,0.005736943,0.989089395
Mbd3,1777.102118,0.106333163,0.445792333
Plk5,2.357075615,0.308257755,
Tgfbi,2296.866574,0.061470542,0.798717691
Tstd2,1114.660058,0.645956448,0.091105924
Cdcp1,18.99501789,-1.374629038,
Reep6,891.3366586,-0.051856026,0.903970004
Cox18,294.0908513,0.164635293,0.439234699
Slc12a8,19.7167992,0.840157932,0.058749514
Fbxl21,30.10849684,0.227858457,0.746189987
Ntng2,824.7933558,0.126970658,0.59613155
Tdrd7,1312.183245,-0.20770911,0.231958249
Gnptg,535.0965341,0.008692961,0.967306075
Prdm4,538.2286197,0.220682038,0.070917068
Eif1,6001.614904,0.201243796,0.049609842
Ccdc180,1.089172043,-0.471059053,
Gc,0.151270125,-0.796054839,
Leng8,5138.688864,0.104004822,0.713846421
Capn5,420.8551638,-0.137605131,0.60260213
Igfbpl1,0.553802889,1.899937602,
Krt17,418.7998534,-2.410276954,0.512875573
Mpv17l2,959.3877442,0.077595041,0.81374255
Wdr20rt,0.142750585,-0.796054839,
Aldh1b1,10.37351434,-0.218185589,
Pcdh17,124.3511115,0.057431248,0.901564432
Ankrd11,4152.846262,0.097965639,0.292867057
Dcaf10,671.1864855,0.020995152,0.929974482
Utp6,1037.575021,-0.200927054,0.072597155
L3mbtl1,0.913963088,-0.016670232,
Iqcg,911.7947281,-0.044069419,0.875873482
Kcnh8,1.69418319,-0.839895945,
Tsen34,1112.752648,0.010848392,0.966826252
Krt33a,527.304566,-1.921312389,0.668772714
Chrna5,46.62889778,0.094468452,0.94909245
Fam174c,80.30262473,-0.032373916,0.941981045
Mboat7,1014.74393,-0.016282369,0.963472584
Prpf39,1104.335892,0.192065181,0.427171672
Trmt10b,163.9154253,-0.192716409,0.292867057
Ky,524.675696,2.956332644,0.123751375
Togaram1,670.8486972,0.048470719,0.79118137
Frmpd1,22.92086792,0.91720236,0.197465381
Ric8b,683.1044572,0.391636363,0.046612009
Midn,1523.546044,0.383134798,0.009924059
Rsf1,603.920765,-0.002363063,0.993155841
Olfr1509,0.07100201,-0.315163641,
Rubcn,1117.414441,0.109243853,0.345722411
Cnot3,1218.833732,0.039607051,0.856471942
Grhpr,819.3469461,-0.003878178,0.987811179
Muc20,0.960583101,1.543360918,
Cbarp,355.5418032,-0.025681397,0.895237585
Aamdc,652.3093524,0.086083292,0.806355959
Zcchc7,843.3103535,-0.015146493,0.947281744
Lrfn5,0.86323763,2.611175673,
Gtf3c4,687.4822917,0.036520989,0.844837506
Zswim4,322.3229939,0.415831075,0.114717799
Sbno2,1333.795726,-0.105474548,0.63082028
Ndufa3,1663.622448,0.162830576,0.443239622
Tnfsf9,33.99678559,0.059592946,0.918951291
Kcnc2,46.40773113,0.200356405,0.636164476
Melk,9.217393293,-0.466481743,
Thrsp,15587.42491,-0.320403268,0.613058667
Isg15,98.97989761,-0.608001899,0.114717799
Caps2,0.225917709,0.509225559,
Rnf38,999.389012,0.066559094,0.724640644
Arhgap45,690.6569799,0.036491152,0.939945701
Slc51a,250.1352641,-0.014021883,0.976913628
Alg8,294.2575115,-0.311516675,0.066845372
Dok3,129.7256506,0.277984458,0.547582948
Usp35,850.8167659,-0.315220692,0.109521151
Abca7,463.5464564,0.422108948,0.015403708
Prkx,771.4693904,-0.100554512,0.480611287
Supt16,1068.229138,-0.027730766,0.886037311
Dagla,406.8887952,-0.078639979,0.703864156
Grin3b,157.6066884,0.211093412,0.344143078
Wdr18,972.9218105,-0.057020744,0.674584105
Selenoo,805.5841665,0.131842117,0.331369412
Bbs10,133.46938,-0.235403247,0.418243986
Tmem161b,249.5544369,0.198963062,0.169165332
Fbxo45,2152.637851,-0.128740871,0.678370484
Dym,1329.415587,0.345737792,0.134923613
Xylb,41.55606865,-0.201161478,0.606153552
Dync1li2,1923.29452,-0.087665499,0.422748775
Mrps2,791.98953,-0.015324989,0.928350399
Kiss1r,86.46784094,-0.572863653,0.114717799
Krt20,20.11309825,0.206525092,0.84087353
Cd99l2,2250.427839,-0.056783105,0.757221394
Ggta1,473.6725316,-0.276364545,0.219068186
R3hdm4,2365.094002,0.167225309,0.178259353
Acta2,2551.708793,-0.187368518,0.72869069
Cmtm2b,0.380802429,-1.255653028,
Cep19,196.1029088,0.176413098,0.345746936
Zdhhc17,619.6710282,0.085139874,0.655089851
Twist1,1032.296277,0.001052252,0.999283571
Mlc1,0.651564691,-1.002988819,
Plekhs1,5.812636787,-0.135983011,
Tk2,708.9236514,0.128270302,0.527674949
Pim3,3692.776732,-0.002899994,0.998103551
Ppp1r26,26.35706999,0.229104825,0.649460756
Krt25,1660.589903,-1.032237592,0.84087353
Polr3g,169.7500699,-0.092581418,0.764168513
Plppr3,1954.533921,-0.086633694,0.845026059
Ugt2b1,2.283142504,0.047189589,
Lysmd3,448.1836581,0.082445688,0.583161425
Ddx11,56.50567243,0.035641354,0.939020041
Alg12,188.2253633,0.119672305,0.512591383
Ids,2197.319275,-0.052790693,0.75917009
Krt222,59.49878879,-0.115921503,0.818013732
Ythdc1,1294.515548,-0.025202465,0.914501581
Misp,11.09656012,-0.349020415,
Cdhr3,15.76623054,0.049494209,
Palm,4574.672259,-0.416187065,0.042015402
Syt1,0.252847314,1.402318786,
Zfp983,180.1242594,-0.270010844,0.134987279
Pawr,99.58704755,0.247211658,0.772822398
AI182371,10.7388783,0.234660062,
Zhx3,1828.90369,0.140927465,0.492898766
Hykk,290.276734,-0.089244981,0.763749788
Cox8a,8208.656889,0.048108691,0.870379702
Rnf126,1043.894807,0.204204214,0.219322172
Cerk,546.9648198,0.22332151,0.207852332
Rnase1,1.729344403,-0.834881587,
Uba6,455.4337481,-0.169960094,0.289474209
Gramd4,1205.659587,-0.176412911,0.290379906
Dennd5a,4401.910555,-0.11643774,0.316910354
Cd276,152.3479929,0.337243929,0.33256736
Ptprq,25.39414602,5.92071208,0.038866917
Bbs9,170.1338339,0.199691476,0.27633753
Myf6,159.3866707,2.304408963,0.301143362
H2-Q4,2505.010028,-0.176522997,0.399583931
Chst4,10.42820653,6.949198626,
Cog5,2438.349322,0.041016956,0.719052913
Pknox2,187.0213416,0.937807621,0.331618309
Aldh5a1,712.9421176,-0.132914232,0.539634218
Ibtk,873.7763291,0.283074118,0.438383204
Ttc38,896.1107327,-0.19143366,0.275947239
Acss3,2946.278411,-0.299513874,0.113212026
Fbxw2,1617.833602,0.072557804,0.547539871
Ascl3,8.179819883,0.261826677,
Pip4p1,2033.316964,-0.014442363,0.958189375
Dock4,497.3557008,-0.002445517,0.997209107
Tdp2,225.3055228,0.025601305,0.906301069
Apex1,1008.778398,-0.096372327,0.753163996
Odf3l2,8.812005666,-0.319257488,
Tmem59l,1.537987749,2.40574819,
Ints6l,609.133565,-0.165096028,0.720918219
Rusc2,1019.223854,-0.154274723,0.443994087
Gm7008,602.0009329,0.266285223,0.258111156
Nme5,7.892216715,-0.022400647,
Fnip1,892.373975,0.344721659,0.172834141
Fam214b,1465.143447,0.286832061,0.02354542
Ripor2,102.850452,0.336675421,0.457540073
Mettl25,90.39662053,-0.223206035,0.363333237
Tmtc2,115.2735458,-0.108246977,0.77451437
Fam122b,119.3258575,0.24892743,0.323910566
Parp2,351.3213637,-0.039517733,0.82837697
Tmem63b,1154.154433,0.378007126,0.015379969
1810046K07Rik,2.749567352,0.428881001,
Prtg,16.13056373,0.254395955,
Zfp57,29.99629885,-0.042373055,0.964317544
Adamtsl2,80.2305376,-0.963837001,0.348954512
5031439G07Rik,1966.263359,0.292235528,0.243936797
Dnajb5,821.1102006,1.302172709,0.079532985
Fmnl2,670.1592979,-0.18805703,0.085935549
Sugp2,645.7861866,0.149701477,0.562522783
Ptpn23,1292.566254,0.01583379,0.939551741
Smug1,345.537609,0.112317202,0.341333801
Phf24,84.69172137,-0.066639383,0.918691134
Slc2a6,18.18111388,0.206444859,
Galt,596.5402727,0.391269096,0.0001
Sigmar1,2228.942336,-0.022170525,0.947871569
Slc17a3,0.995154136,1.100825538,
Zranb3,66.63193699,0.405664114,0.231989549
Slain2,1619.302388,0.250387768,0.405844421
Hyal3,205.6627247,-0.185743375,0.405038727
Arl5a,1654.324176,-0.100568877,0.628506462
Dgkb,25.91541022,0.22014838,0.692197216
Slf2,598.8515222,0.071645526,0.777914627
Myrf,10.09136533,0.451338476,
Vezt,728.0762392,0.216723852,0.157186744
Colec12,660.6193725,0.179899088,0.66297371
Rab3gap1,1337.942767,-0.034029848,0.798487569
Prr5,816.7394803,-0.281405959,0.251728616
Mbnl3,23.22367254,-0.248805189,0.704409222
Slc17a2,0.143578325,-0.796054839,
Lmo1,200.8706998,0.235556844,0.631868665
Metap2,2044.680345,0.209998531,0.278621276
Rpp25l,368.2682137,0.244521486,0.106118725
Il5,3.23359993,0.207537977,
Rfxank,494.3991422,-0.008060241,0.970891819
Slc9a3,3.726311292,0.342336826,
Frmd7,33.17997056,0.054207459,0.923734727
Fam110c,245.3707207,-0.119712949,0.904155544
Acaa1a,2525.798157,-0.009837344,0.965424935
Hoxc9,591.4099294,0.274457454,0.097256827
Meox2,650.3342915,-0.126604592,0.561025934
Tm6sf2,15.61933433,0.154504859,
Mgat5,598.6692833,0.154326421,0.460716815
Prickle1,370.5938506,-0.374359624,0.02547927
Surf6,289.4003049,-0.155113678,0.360610557
Fam219aos,173.2849026,0.110595757,0.708108594
Pphln1,791.2330014,-0.09828189,0.519344867
Ccdc38,237.0598432,-0.017154768,0.95302077
Sostdc1,34.14815638,-0.22053562,0.829019998
Cd200r3,7.077248355,-0.436916128,
Gatad2a,1659.784632,0.040381419,0.78988265
H1f2,1210.70957,0.259569821,0.500758985
Sapcd1,11.46125625,1.949745548,
Dipk1b,261.4883413,0.468807264,0.142347728
Ankmy2,642.5819116,-0.127573526,0.53025191
Rorb,21.1924545,-0.04924518,0.943782379
Slc26a8,24.36664955,0.476069639,0.210850818
Gxylt1,570.3158643,0.127856144,0.445512587
Arhgap36,24.98050182,-0.057646906,0.952133848
Ndufa13,2103.111721,0.316691381,0.135022887
Rif1,573.1614025,0.094476687,0.685952003
Sh3bp4,508.8382833,-0.205887197,0.061173704
Nepro,299.8632113,-0.161725104,0.239930602
H1f6,0.291621099,-0.867858965,
Polr1has,139.4534671,0.243214801,0.24313358
Leap2,2.263686154,0.677601859,
Pdzrn4,2.471393276,1.489742202,
Ska1,2.203515431,-0.897699896,
Kctd1,58.80921678,-0.17885764,0.742236299
Ube2r2,4177.014955,0.105457143,0.323568155
Armh4,137.7093463,0.064322563,0.861742395
Tbc1d21,22.95216185,0.579122272,0.375562013
Gmip,404.8800692,0.135399491,0.571285947
Rbm43,314.1501166,-0.202451411,0.246197088
Trpm8,1.045414831,0.312847081,
Igfbp7,11364.02488,-0.316354179,0.009398027
Pnpla8,3727.622506,0.079070326,0.743724943
Fstl4,0.30748665,0.921420159,
Edc4,1072.625555,0.142190176,0.199375581
Lrrk2,554.9610754,-0.111814192,0.650406014
9530068E07Rik,3311.173255,-0.039017351,0.685758583
Macrod1,830.6551188,0.822541839,0.092718822
Snapc4,449.6081877,-0.108869739,0.520774093
Naa30,575.2035255,0.239553281,0.190605538
Noa1,546.8841482,-0.070003663,0.707751623
Ap5m1,589.5499574,0.221017042,0.079484409
Gramd1c,20.32022953,0.313442507,0.611839066
Lrrn3,20.29193204,-0.277454024,0.717099229
Slc2a13,1351.556234,-0.260173192,0.436791658
BC031181,1408.078103,-0.059794271,0.818013732
Zdhhc23,55.08419777,0.630936561,0.238991374
Rpl39-ps,12.03686334,-0.314437885,
Lzts1,112.614148,-0.209384866,0.696472447
Skp1,2583.639912,0.164644304,0.275947239
Polr1h,325.6496267,0.022441143,0.938332628
Srp72,2396.280065,-0.023363386,0.853009252
Qsox2,449.069489,-0.225514088,0.155632123
Slc18a1,4.306360955,-0.357551772,
Kidins220,2331.134676,-0.124610289,0.235829006
Igsf10,505.738196,-0.43313009,0.109466889
Tmem260,756.8328374,-0.180210483,0.195263619
Ubac1,1152.754007,0.689649511,0.073907452
P2ry12,88.47237414,-0.022266524,0.968377431
Csgalnact1,163.9950231,-0.069756187,0.838991581
P2ry13,44.48866636,-0.079639531,0.897394635
Rmdn2,195.5314508,0.023383083,0.945285131
Serbp1,4026.080177,0.139251949,0.496284496
Tmem258,427.9104117,0.085626602,0.707751623
Abt1,259.1154732,0.185082377,0.274297095
Cracd,19.34188685,0.385750553,
P2ry14,41.05742838,0.161557882,0.734360035
Gadd45a,207.5084043,-0.365373398,0.449525645
Sec24a,774.5878174,0.056414577,0.7967448
Glb1l2,9268.805088,-0.245061835,0.187606228
Ppp1r11,472.1850131,-0.098888024,0.470721246
Gng12,2570.958326,0.002936774,0.991209635
Cep135,135.6561868,0.06449907,0.769543463
9530077C05Rik,15.40995107,0.7053331,
Arsi,390.7044115,-0.522369665,0.076851771
Pcdh8,1.298029832,-0.632301283,
Gpi1,8852.258024,0.545289608,0.098734138
Tbcc,244.8877088,0.175232731,0.365479382
Siah2,238.6598581,0.447548596,0.018776498
Exoc1,606.2638837,-0.147267123,0.141303045
Npy1r,200.325858,-0.346101179,0.525898149
Calm2,2624.236801,-0.015845453,0.957647171
Thap11,748.2763221,0.201224671,0.105579886
Lum,3382.2505,-0.469197621,0.20246202
Lcn8,0.795469532,-2.580034621,
Hif1an,1241.585459,0.687938497,0.098734138
Arhgap26,428.5849589,0.003017471,0.994897627
Wtip,493.179553,0.174010218,0.431831849
Elf1,906.2203035,-0.038242797,0.894110022
Megf11,11.50840826,-0.344114798,
Marchf1,120.7130579,-0.093875255,0.854956141
Tbc1d24,470.849699,0.440539756,0.039673578
Btg1,3603.197218,0.229112105,0.310091252
Rnf39,61.11311301,-1.622747876,0.41623764
Eea1,1382.705879,-0.010680384,0.958883729
Fam13b,525.1028454,-0.084910464,0.671347923
Tmem255a,77.8394612,0.310359491,0.392934719
Rnf13,2734.325822,-0.095576395,0.398236637
Phpt1,569.2800697,0.274524909,0.014291092
Commd2,357.3047644,0.104623194,0.593126496
Greb1,22.80821978,0.339092837,0.879879598
Card11,22.79396892,0.735360795,0.316511182
Ppfibp2,169.6514913,0.481797072,0.12553583
Sbf1,2136.597415,0.080828388,0.497266719
Cdc42ep3,335.2277269,0.399183381,0.230682861
Slc38a7,801.8770406,-0.072273095,0.777408793
Rnf113a1,31.96498546,0.345145314,0.340014869
Adamts2,4425.662519,-0.188542325,0.506238379
Cnot1,3395.475963,0.023106879,0.877104088
Akap14,2.937434906,0.125107975,
Ermard,227.2196004,-0.146769317,0.449510028
Sh3tc1,962.6559518,-0.179724178,0.308224237
Iqce,484.3774471,-0.13555801,0.465424663
Stpg4,0.167185603,0.097030959,
Lgi4,350.8328231,-0.069349443,0.840027799
Ppp6r2,1123.245117,0.303252563,0.148489162
Ndrg4,268.7320009,-0.024707423,0.965231067
Ttyh3,1340.076947,-0.075907927,0.752196335
Bicral,712.8193662,-0.069309471,0.668894113
Fxyd1,3724.081937,0.176860675,0.549376074
Upf3b,330.5824325,0.419498763,0.008818809
Fxyd7,32.70294648,0.452106982,0.402107294
Spg20,1015.039121,-0.095998265,0.564364623
Fgf1,459.8898803,-0.176052459,0.721282956
Grifin,0.402200651,1.330408316,
Fut7,6.691794359,-0.136461234,
Arhgap21,2069.458855,-0.168379452,0.11983601
H2-Aa,5471.936242,-0.197871977,0.487733368
Cpz,344.8635197,0.525538567,0.504996037
Ccdc113,0.45896218,-1.646533433,
Chst12,2307.454616,-0.15563789,0.261583809
Alx1,13.26973647,7.154599078,
Plxnb2,1428.092842,-0.056930591,0.904562735
Eepd1,6701.310661,-0.364541493,0.096778114
Eipr1,311.9419147,-0.199053243,0.477490773
Rfxap,289.1054771,0.030098666,0.895710029
Etl4,677.452638,0.548198917,0.245005629
Mgat4b,3265.196587,0.209290201,0.316910354
Atp13a2,1663.804195,0.03788347,0.806317864
Alg5,583.6313388,0.140196894,0.530770935
Mag,21.77061605,-0.180347899,0.815271946
Clcn7,1251.212947,0.079407042,0.302035187
Nudt1,146.9512918,-0.139858114,0.657993479
Ccdc148,2.74364929,-0.219161176,
Tbc1d9b,3111.654007,-0.172277831,0.089797321
Man1b1,1575.857159,-0.20081946,0.040841011
Colec11,61.13987583,-0.257505364,0.523283303
Olfr11,0.76828998,-0.131268417,
Dennd3,150.2912785,0.161324849,0.53904219
Tcaf1,2976.348365,-0.412274687,0.002348457
Cenpt,151.8270544,-0.15875251,0.451353343
Tmtc3,594.3986654,0.029652475,0.901684185
Aaas,290.7954798,-0.043922424,0.867848679
Cc2d1a,613.7019062,0.031017127,0.868738506
Tmem184a,97.13216189,0.295797805,0.515776323
Nop14,572.1178336,0.029257609,0.849481753
Ago2,2110.080201,0.03802668,0.871816512
