Symbol,baseMean,log2FoldChange,padj
Gm7001,11.85008318,0.21286044,
Gm48148,0.071612806,-0.315163641,
Gm47844,0.450314434,1.50144958,
Gm20110,0.084424089,0.577922156,
Gm8942,6.344128027,0.024812135,
Gm4797,0.149961507,0.097030959,
Gm5781,3.12469805,-0.188375931,
Gm8873,0.071612806,-0.315163641,
Gm9129,1.331191566,0.834341152,
Gm47715,0.141574999,0.990116756,
Gm48678,53.78703681,0.143392605,0.651989077
Gm48827,0.590545484,1.967492313,
Gm4803,0.233497377,0.509229465,
Gm47163,14.42623595,0.116579239,
Gm20304,0.427139471,2.185841259,
Gm8290,0.502536418,-1.838321938,
Gm48809,2.503018776,-2.627027013,
Gm18696,0.221229885,-0.38385921,
Gm47724,0.666565503,0.230703995,
A330049N07Rik,0.162840476,0.097030959,
Gm48697,1.727910754,-0.203307323,
Gm5176,4.446825174,-0.487412462,
Gm47956,22.05102939,-0.039404917,0.95854678
Gm4864,0.149353337,0.097030959,
Gm48633,1.597750781,0.611468406,
Gm18119,0.681806959,0.199897261,
Gm47218,15.6432779,0.433391782,
Gm48591,0.545545993,0.362047602,
Gm48461,0.168848178,0.990116756,
Gm48435,0.63183709,-0.071222626,
Gm47592,0.077152452,0.577922156,
Gm7842,0.395724911,2.095857322,
Gm47919,0.097954331,0.577922156,
Gm48532,0.665575967,-0.436449399,
Gm30346,60.57943357,-0.235076762,0.554209262
Gm2436,0.434396042,0.727616634,
Lilr4b,202.1626451,0.32680792,0.358248821
Gm6653,0.143225611,-0.796054839,
1700113B09Rik,0.333962191,0.028337207,
Gm33337,0.232165358,0.509229432,
Gm35189,2.569735962,1.536938972,
Gm48808,0.646014725,2.137688834,
,8.046138463,0.562534563,
Gm47056,0.097954331,0.577922156,
9530020I12Rik,11.62022372,2.108063099,
Gm47402,0.378655892,-0.461154959,
Gm47852,0.077152452,0.577922156,
Gm46328,0.23600786,-0.383860239,
Gm33680,0.296723675,0.921426034,
Gm48773,0.097954331,0.577922156,
Gm48181,0.675558478,-1.063513006,
Gm47593,2.032435574,1.358846612,
Gm8249,3.241571333,0.485417548,
Gm47399,2.309082277,-0.023186792,
Gm48015,6.368798382,0.407575303,
Gm9182,0.857479291,-0.298711389,
Gm47809,0.077740531,0.577922156,
5430401H09Rik,11.54354626,-0.53079941,
Gm48278,0.07100201,-0.315163641,
Gm9368,0.24658871,1.402311356,
Gm47595,2.369333268,-0.177151387,
Gm35035,1.431303449,0.920738019,
Gm10773,0.836906375,-1.48835131,
Gm48231,2.719418485,0.370043087,
Gm47941,0.156570111,0.097030959,
A130077B15Rik,8.785423496,-0.389249684,
A430103D13Rik,11.93105974,0.258802654,
Gm32515,0.071137779,-0.315163641,
Gm8960,5.592559928,-0.009995101,
Gm35722,0.097954331,0.577922156,
Rps7-ps2,2.56408738,1.144320816,
4930551I15Rik,0.071612806,-0.315163641,
Gm30906,2.25170187,0.646893284,
Gm15608,11.421078,-0.645091427,
Gm48508,0.14200402,-0.796054839,
Gm21027,0.078348701,0.577922156,
Gm46234,0.146971804,0.097030959,
Rmst,0.644813877,0.721409672,
Gm32255,0.374879422,-1.223637736,
C230072F16Rik,0.322820188,1.803737782,
Gm19056,3.851448892,-0.288351344,
Gm34544,0.14200402,-0.796054839,
Gm48886,0.069231273,-0.315163641,
Pbld1,53.74359758,0.054917183,0.941047198
Gm48724,0.072440546,-0.315163641,
Gm36229,0.153242169,0.097030959,
Gm47247,0.280602335,-1.65478249,
Gm40723,0.794950219,-2.005797665,
Gm9029,0.162359597,0.990116756,
Gm40692,0.071612806,-0.315163641,
Gm47526,0.069231273,-0.315163641,
Gm47431,0.143578325,-0.796054839,
Gm5780,1.62184999,0.364886555,
Gm35721,1.358642329,1.287623746,
Gm47861,3.439725142,-0.827149876,
Gm6218,2.456474065,0.492569645,
Gm46210,0.822241938,0.688291251,
Lilrb4a,304.5730146,0.143824605,0.641680685
9530018F02Rik,39.27760894,0.086094684,0.825520303
Gm48723,0.283119638,-1.665744085,
BC024063,23.69437414,-0.605361786,0.15970114
Gm34045,0.071137779,-0.315163641,
Gm8188,2.534896944,-0.672028557,
Gm47948,0.512391602,-2.513298584,
Gm48536,11.31480006,-0.256638968,
Gm9508,35.75810535,-2.598857971,0.668352482
Gm17820,0.072440546,-0.315163641,
Gm48145,5.660113839,0.465699443,
4930452L12Rik,0.069231273,-0.315163641,
Gm47845,0.323637045,0.028339067,
Gm48306,0.807969759,0.074494415,
Gm47708,0.679926459,0.824158361,
C730027H18Rik,0.077152452,0.577922156,
Gm47209,0.072440546,-0.315163641,
Gm35405,0.777953721,-0.552036143,
Gm8274,4.670417323,0.160848421,
Gm47337,0.161751428,0.990116756,
Gm4065,0.870241361,1.363477202,
4930532I03Rik,0.077740531,0.577922156,
Gm31181,0.078829579,-0.315163641,
Gm49167,29.26148486,-0.067972994,0.931875573
4930407I19Rik,0.070787499,0.577922156,
Gm46189,0.071137779,-0.315163641,
4930555G07Rik,1.552684018,0.8181407,
Gm32717,0.394774825,-0.448160274,
Gm18726,1.319406817,0.804627391,
Gm36208,0.361081751,-0.450159209,
Tyms-ps,3.088982562,-0.299291071,
Krtap10-10,63.05026641,-1.784439554,0.78071587
Gm48854,0.07100201,-0.315163641,
Gm48786,0.922311844,-0.573419531,
Gm48086,11.93186602,0.068782703,
Ifngas1,0.383958504,0.440535949,
Gm48698,0.07100201,-0.315163641,
Gm48427,0.91802972,-0.52517625,
,16.16838768,-2.676478752,
D630033A02Rik,30.97046433,0.210954034,0.739876103
Gm17823,16.9302258,0.421720034,
Gm49325,860.8918265,-0.067633336,0.5871468
Gm10747,0.077152452,0.577922156,
Gm40761,76.6797466,-1.815186308,7.16e-19
Gm47894,0.29127599,0.028338907,
Gm30262,0.233978255,-0.383859118,
Gm32802,0.161576541,0.990116756,
Gm47690,1.319615452,0.455642982,
Gm47594,2.19492709,0.159665856,
Gm48077,0.097954331,0.577922156,
Gm47623,0.07100201,-0.315163641,
Gm17980,0.46854595,-0.878416388,
Gm47599,2.52940938,0.726491047,
Gm47874,0.733445311,-0.66654287,
Gm34983,4.815860282,0.582845395,
Gm48843,0.161576541,0.990116756,
Gm6906,0.37483845,-0.447573214,
Gm9088,0.24658871,1.402311356,
Gm29783,0.070787499,0.577922156,
Gm47525,7.431584478,0.152979724,
Gm47078,0.963182834,-0.717358548,
5033421B08Rik,8.007523916,-0.053471328,
Gm30025,76.58679267,0.192881169,0.530839225
Gm18774,0.155426099,0.097030959,
A830082N09Rik,44.72556895,0.65051706,0.262497124
,0.318573419,0.028339044,
Gm47561,0.148154462,0.097030959,
Gm47879,4.489887178,0.875013895,
1110019B22Rik,0.071137779,-0.315163641,
Gm33782,0.503046808,-2.491312017,
Gm48276,0.552679944,-0.482660503,
Gm8275,0.072440546,-0.315163641,
Gm4129,61.00801643,0.300197228,0.357964244
Gm47017,0.247921689,-0.383859026,
Gm17816,8.969102892,-0.379705776,
Gm48088,5.144070349,-0.134425545,
Gm47976,28.79623186,0.169888433,0.733034217
Gm10752,6.302790204,0.158740795,
Gm48226,128.100798,0.474249908,0.03154638
Gm35206,0.707403376,-0.341491358,
Gm47744,0.078829579,-0.315163641,
Gm48751,0.2383158,1.402311356,
Gm48512,74.18545278,0.406731619,0.370470333
Gm48353,0.221793883,-0.383859206,
Gm8153,1.896091329,-0.397003058,
Gm5951,1.730368327,-1.262434289,
Gm49454,0.273061113,1.402311356,
Gm47580,2.270385307,-0.631655482,
Gm6721,0.069231273,-0.315163641,
Gm47221,0.072440546,-0.315163641,
Gm19624,0.379745332,0.440537384,
Gm36827,1.518812071,-3.106639583,
Gm47908,38.63891077,3.005823859,0.085617954
Gm33035,0.077740531,0.577922156,
4930466K18Rik,19.82981858,-0.413829411,0.332263204
Gm47766,91.70679093,-0.273941168,0.33256736
Gm47693,0.305629893,0.028338981,
Gm47529,0.295148982,0.028336881,
Gm4796,1.701244753,-0.286834586,
Gm48768,116.7181272,0.097464542,0.706730127
Gm47257,2.613412153,1.403934923,
Gm36634,0.317860751,1.787528466,
Gm48132,0.078829579,-0.315163641,
Gm47697,0.750929754,-0.059688378,
Gm40617,55.46405749,0.186447562,0.59175413
Gm33843,0.319029256,0.921426483,
Gm33869,101.7757201,0.331378819,0.375461099
C730027H18Rik,0.077152452,0.577922156,
Gm49376,18.59826404,0.165886623,
Gm48385,0.42668694,-1.585892404,
Gm7791,0.161751428,0.990116756,
Gm18556,0.077740531,0.577922156,
Gm48072,5.368368214,-0.727684204,
Gm38560,54.91506738,1.105087171,0.083649123
Gm9736,43.90245643,-2.077425678,0.741061736
Gm8170,2.78136331,-0.463099546,
Gm34921,2.269211199,0.253623257,
Gm47752,0.072440546,-0.315163641,
AI463170,3.317018476,-0.367567314,
Gm48230,0.673006274,0.271195145,
Gm48655,4.183748264,-0.592607732,
Gm7198,1.15726978,0.49861603,
Gm47574,0.078829579,-0.315163641,
9230102K24Rik,0.14178951,0.097030959,
Gm47725,0.077740531,0.577922156,
Gm10744,1.435499673,1.007609937,
Gm32442,0.556302118,0.364059631,
4921515L22Rik,0.077740531,0.577922156,
C030006N10Rik,0.142614816,-0.796054839,
B230217J21Rik,5.31434837,-0.464099291,
Gm19337,0.071137779,-0.315163641,
Gm6867,0.435400731,-0.839050405,
Gm48543,0.420989029,1.40971705,
4933406B15Rik,91.49659516,-0.077709595,0.896193716
Gm31938,0.175106782,0.990116756,
Gm6333,0.559679308,0.36982422,
Gm6494,0.225585895,1.402311356,
Gm47896,0.069231273,-0.315163641,
Gm47200,7.437990127,0.474580921,
Gm47093,110.3063148,0.196785317,0.424074737
Gm30624,0.239985958,0.509225559,
Gm30122,40.47082639,0.065833656,0.902128885
Gm35188,0.142400305,0.097030959,
Gm48898,5.780682115,0.437237345,
Gm47992,2.286259674,0.135744104,
Gm19007,5.767823842,-0.00010815,
Gm47830,0.148878311,0.097030959,
Gm47949,1.097250502,0.78841364,
Gm48182,0.077740531,0.577922156,
Srp54b,6.510119921,-0.293769194,
Gm48075,0.2131418,-1.274141667,
Gm40773,0.379686125,0.440537384,
Gm47689,1.598387659,0.084162172,
Gm47625,1.493268692,1.431465194,
Gm48772,1.101906295,3.5500623,
Gm29674,7.479366935,-0.533080081,
Gm47823,0.069231273,-0.315163641,
5330439M10Rik,0.249224456,-0.383859018,
Gm5779,2.807249034,0.914846076,
Gm46209,0.739276846,-0.123410957,
Gm48657,0.220355347,-0.383859217,
Gm47761,1.723082105,-0.447108169,
Gm29684,0.35568493,-1.263259306,
Gm48542,0.364343646,1.938583455,
9230116L04Rik,33.31746044,0.195843022,0.656230778
Gm48068,0.069231273,-0.315163641,
Gm9111,0.366526794,-1.254189103,
4930486F22Rik,0.211371062,-1.266403293,
Gm48764,0.154304904,0.990116756,
Gm47691,0.078829579,-0.315163641,
Gm47736,0.305648149,-0.838591541,
4933411E08Rik,0.217292125,-1.259745425,
Gm33091,1.399046323,2.253344033,
Gm46194,0.401395435,2.109055288,
Gm48610,0.496795865,-0.063069949,
Gm48224,0.292931663,-0.870566245,
Gm47566,14.15728113,-0.14177963,
Gm18704,0.077152452,0.577922156,
Gm48203,0.071137779,-0.315163641,
4930422I22Rik,0.745808838,1.70999578,
Gm4928,2.445293629,1.244512207,
Gm48001,2.68401497,-0.135901644,
Gm29884,0.168021792,0.990116756,
Gm35696,0.519484057,0.293464303,
Gm29794,0.077740531,0.577922156,
Gm36283,3.035494456,0.485308928,
Gm20758,0.077152452,0.577922156,
Gm47425,3.391563217,0.173265535,
4930543I11Rik,0.142275559,-0.796054839,
Gm40787,0.640905561,-2.263077149,
Gm48744,0.072440546,-0.315163641,
Gm48089,0.806880459,0.561085531,
1300014J16Rik,18.31907149,-0.286802956,
Gm6992,3.730075823,1.034279417,
Gm47096,24.03487781,0.226395703,0.665830108
Gm6627,15.23252554,-0.165972038,
Gm8219,1.339647912,-0.212526721,
Gm47027,0.156697403,0.990116756,
Gm47339,0.140018772,0.097030959,
Gm47626,0.153242169,0.097030959,
Gm32364,0.70226857,0.944301997,
Gm32025,0.07100201,-0.315163641,
Gm32899,1.215472588,-0.411364617,
Gm33111,8.366798931,0.832277818,
Gm48207,0.143442556,-0.796054839,
Gm7530,0.084424089,0.577922156,
Gm47621,0.288459417,-1.688502768,
Gm33308,0.070787499,0.577922156,
1700022H01Rik,4.258660317,-0.071481949,
Gm6729,0.225917709,0.509225559,
Gm47769,6.580609613,0.24997755,
Gm19972,0.072440546,-0.315163641,
Gm48882,26.00600968,0.331024481,0.371952121
Gm47340,4.787705969,-0.505148146,
Gm48804,23.40848379,0.378333906,0.441414565
Gm47719,0.071137779,-0.315163641,
Gm49918,83.4271699,-1.854209387,0.772875547
Gm7476,1.408703032,0.374814255,
Gm46364,0.22770789,-0.383859162,
Gm33979,0.144053352,-0.796054839,
Gm30165,0.097954331,0.577922156,
Gm7775,0.069231273,-0.315163641,
Gm48175,0.3052167,0.028338979,
Gm9030,0.077152452,0.577922156,
Gm18337,0.695812739,-0.44743535,
Gm47434,1.290065478,0.093861764,
Gm5173,1.821972461,0.340150981,
4933436P19Rik,0.072440546,-0.315163641,
4933412E12Rik,53.70677431,0.10200091,0.799260334
Gm47880,0.069231273,-0.315163641,
Gm48225,3.460692373,0.535757558,
Gm48463,0.084424089,0.577922156,
A730063M14Rik,41.83838348,0.28014238,0.468002831
Gm32687,11.01662755,-0.023648883,
Gm40709,14.85387247,0.204435658,
Gm17849,0.070787499,0.577922156,
Gm19688,6.744573529,-0.339116633,
Gm5427,0.071137779,-0.315163641,
Gm5184,0.479484787,0.882544179,
4921516A02Rik,1162.61512,-0.265180821,0.179195757
Gm36176,3.495176037,-2.904107078,
4930455C13Rik,176.1561161,-0.004130568,0.993215781
Gm48511,0.072440546,-0.315163641,
Gm47929,0.084424089,0.577922156,
BC106175,2.858791863,0.336262962,
Gm48761,0.071612806,-0.315163641,
Gm47922,1.41284432,-1.202874164,
Gm48076,0.467222466,-0.042613606,
Gm48485,1.154906072,0.935688008,
Gm48270,0.071137779,-0.315163641,
Gm48689,2.280821046,1.881706534,
Gm18042,2.191830659,1.260557369,
Gm7413,1.100149248,-0.435184407,
Gm47459,0.156089233,0.990116756,
Gm48868,0.155012906,0.097030959,
Gm48874,0.072440546,-0.315163641,
Gm47958,39.28972497,0.261964641,0.480452711
Gm47476,0.077152452,0.577922156,
Gm2446,0.532350373,1.107272446,
Gm5512,1.418756676,-0.657146882,
Gm33037,2.572298383,0.062041461,
Gm48815,0.580498563,0.424318535,
Gm8137,3.791055369,-0.42788246,
Gm7525,6.793193113,-0.213653178,
2310002D06Rik,0.744566259,2.358243394,
Gm46329,1.043507674,0.759600843,
Gm47552,0.07100201,-0.315163641,
D830005E20Rik,0.420869106,2.162248075,
Gm19395,4.978439234,0.209103854,
Gm32552,0.374877399,1.263858184,
Gm4798,0.6105681,-0.786161774,
4930471E19Rik,0.078348701,0.577922156,
Gm45925,1.286530781,0.8005364,
Gm35608,0.424305407,-1.579130913,
Gm47531,0.070787499,0.577922156,
Gm17794,0.828473444,2.521422692,
Gm48903,0.383797192,-0.456912585,
Gm40650,2.646288239,3.265452943,
Gm47644,27.4151991,0.181353082,0.754727803
Gm48718,2.254462251,-0.056282943,
Gm20597,13.21299452,2.588908699,
Gm8264,3.791055369,-0.42788246,
Gm31793,0.857465233,0.231020975,
Gm49358,120.4162172,0.566287074,0.316236481
Gm48880,3.177790452,-0.161377875,
Gm48025,1.016228846,-1.377380359,
Gm19309,0.153242169,0.097030959,
Gm48721,0.084010896,0.577922156,
Gm6331,0.523562249,-1.187995162,
Gm48084,215.0591361,0.03619059,0.907324064
Gm46190,0.591155144,-1.457354351,
Gm48014,0.291970587,0.028338911,
Gm10743,0.07100201,-0.315163641,
Gm36172,0.469914253,-0.026465552,
Gm47615,2.320333204,-0.928721188,
Gm47539,0.155501153,0.990116756,
Gm47972,1.973747094,0.385531946,
4930459C07Rik,3.555082921,-0.015537439,
Gm48158,0.33038139,1.830553941,
9430078K24Rik,6.757152853,-0.357806423,
Gm40645,52.32199214,0.153811809,0.726495134
Gm48517,0.217321638,-1.294664873,
Gm48210,3.679013291,1.028748715,
Gm36041,0.433420401,-1.581066797,
Gm33677,0.084010896,0.577922156,
Gm18029,1.197742146,-0.397055758,
Gm34868,2.525245022,1.297287586,
Gm48790,0.233361608,0.509229461,
Gm19326,0.684648504,0.907768153,
Gm33378,6.697493958,-0.650750091,
Gm38407,0.846601672,1.330147663,
Gm32872,0.154304904,0.990116756,
Gm48878,21.94700112,0.625168205,0.205843271
Gm2027,5.754688116,-0.062698059,
Gm40770,0.149486481,0.097030959,
Gm40685,3.190004736,-0.488728931,
Gm48100,0.246370494,1.402311356,
Gm40604,0.077152452,0.577922156,
Gm36543,0.146971804,0.097030959,
Gm34574,0.496872233,-2.477337431,
Gm48146,7.836148311,-0.294900819,
Gm4739,1.049833664,-1.41995961,
Gm47915,0.156570111,0.097030959,
Gm34376,2.285119258,-0.031889241,
Gm48828,0.23539969,-0.383860239,
Gm48798,1.563400026,-1.387494542,
Gm46332,1.559031849,0.277723191,
Gm48298,0.097954331,0.577922156,
A130012E19Rik,1.203453487,-0.121680302,
Gm6125,0.385407527,0.440535957,
Gm47917,15.86954942,-0.098609222,
Gm9118,8.190160015,-0.049420874,
Gm1559,0.140844079,-0.796054839,
Gm48495,13.73374004,-0.956790421,
Gm29696,24.38651547,0.121240235,0.827349749
Gm47765,0.244338055,0.509229718,
Gm36595,0.59835286,2.054714039,
Gm48464,0.162772791,0.990116756,
Gm47006,0.175106782,0.990116756,
Gm48752,252.7788678,3.707088246,0.049516502
Gm30232,5.128899357,1.143833932,
Gm46224,7.092193003,0.064544725,
Gm47573,5.268492899,0.179635718,
Gm32023,0.384571338,-0.436229348,
Gm18040,0.880090916,-0.123849423,
Gm9176,0.368688958,1.243839536,
Gm7727,0.077740531,0.577922156,
Gm47767,31.59069732,-0.255428486,0.589734116
Gm38403,6.04913969,0.727979902,
Gm47842,0.601998144,1.995794282,
Gm35041,0.077152452,0.577922156,
Rnf212b,6.116220504,1.099962366,
Gm47439,34.1949787,0.216920549,0.596247615
Gm19181,1.457953896,-0.518377011,
Gm18596,46.94628754,-1.879467757,0.769087663
Gm40375,0.213277569,-1.274757684,
Gm47704,0.078348701,0.577922156,
4930520K02Rik,0.377873888,1.996002845,
Gm34297,2.399138967,1.216367557,
Gm48074,0.252445882,1.402311356,
Gm32443,0.233829764,1.402311356,
Gm47726,0.415924751,0.440533521,
Gm20337,9.817989166,0.072925432,
Gm49344,0.220619089,-0.383859215,
Gm47961,1.951075785,0.960038422,
Gm47073,1.691730405,0.450874933,
Gm47391,11.06864408,-0.157211901,
Gm8613,0.361345477,-2.012788707,
Gm47009,54.87564239,0.166456657,0.67651617
Gm47567,0.155501153,0.990116756,
Gm8633,0.141925279,0.097030959,
Gm47831,0.084010896,0.577922156,
Gm48204,0.084424089,0.577922156,
Gm18514,0.682576069,0.272843892,
Gm47015,1.579696977,-1.068297049,
Gm7392,5.047788042,-0.067858199,
Gm10120,2.931338125,0.263611573,
Gm29685,0.078348701,0.577922156,
Gm18622,3.308541675,-0.999340776,
Gm18120,0.376394676,0.440537373,
Spata22,59.95217755,0.418886013,0.352116354
Gm47572,32.48779044,0.306305328,0.463579447
Gm31763,19.77919384,0.750167895,0.193452692
Gm7172,2.504983861,-1.158363256,
Gm48332,0.078829579,-0.315163641,
Gm47710,0.077740531,0.577922156,
Gm32305,0.078348701,0.577922156,
Gm33958,0.084010896,0.577922156,
Gm17746,0.317372504,0.921426451,
Gm48623,5.428141143,0.301154323,
Gm18983,0.141574999,0.990116756,
Gm48885,0.460186002,0.827469055,
Gm47493,0.078829579,-0.315163641,
Gm48871,0.147939951,0.990116756,
Gm32369,4.261019426,-0.36455561,
Gm49929,0.515787515,-1.204346825,
Gm48336,0.896856167,1.412539667,
Gm49732,0.849209294,1.329992774,
Gm48889,0.332873143,0.921431155,
Gm32834,22.12859319,-0.137360753,0.821287647
Gm47254,0.892901632,-0.07860568,
Gm6093,0.084424089,0.577922156,
E430024I08Rik,91.12738055,-0.231187841,0.424385693
Gm34278,0.381429829,1.287783594,
4930428E07Rik,0.084010896,0.577922156,
Gm48496,0.525119737,-0.44746083,
Gm49370,0.538785724,2.548034638,
Gm33682,2.737342804,0.246906091,
Gm48417,0.084010896,0.577922156,
Gm21297,0.143578325,-0.796054839,
Gm2654,0.097954331,0.577922156,
Gm34081,0.084010896,0.577922156,
Gm18601,0.071612806,-0.315163641,
D430020J02Rik,28.06941412,0.081674045,0.904562735
Gm32939,0.738803467,0.452959795,
Gm48556,0.744018121,-0.627738745,
Gm5954,0.241288724,0.509225559,
Gm48143,0.804158641,-1.310470379,
Gm47372,4.097144942,0.859109903,
Gm36635,1.381068716,-0.05757197,
Gm47869,1.32871454,0.780005663,
Gm46312,0.696053738,0.27332875,
Gm48064,0.078829579,-0.315163641,
9530050K03Rik,0.146971804,0.097030959,
Gm47138,1.123980371,0.506185831,
Gm34408,0.150789247,0.097030959,
Gm8700,0.576029543,1.951562916,
Gm34084,20.1261417,-0.049883617,0.956413684
Gm1995,0.141574999,0.990116756,
Gm47196,0.078348701,0.577922156,
Selenok-ps8,7.868948603,0.150649128,
Gm6296,1.106066715,-0.291393395,
Gm46401,0.149831589,-0.796054839,
Gm47467,7.939799783,0.107550042,
Gm48063,2.687520378,-0.404073197,
Gm9544,0.336033782,0.921426747,
Gm40578,42.84598843,0.411919702,0.488578068
Gm48778,142.0131026,0.024897642,0.929891842
Gm34552,1.770750594,0.049909822,
5830428M24Rik,2.668525375,0.354891364,
Gm47021,7.350309307,0.03787699,
Gm36550,0.143228045,0.097030959,
Gm9249,0.078348701,0.577922156,
Gm48302,0.233361608,0.509229461,
Gm48621,3.509601719,-0.312665761,
Gm47469,30.73455473,-0.450585963,0.269867954
Gm31513,3.471719167,1.196441555,
Gm18262,0.238079451,0.509225559,
Gm47514,0.448945623,-2.32001052,
Gm48311,0.441159437,-0.057782123,
Gm46344,3.974294301,-0.133756635,
Rps18-ps5,14.56888503,-0.281819177,
Gm48870,0.170394876,0.097030959,
Gm47217,0.162772791,0.990116756,
Gm48133,100.7784467,0.030887991,0.951593238
Gm48420,19.19661925,0.1633319,
Gm47820,2.900716256,0.393513557,
Gm48261,0.070787499,0.577922156,
Gm3772,0.071612806,-0.315163641,
Rpl7a-ps1,0.07100201,-0.315163641,
Gm47088,0.358483066,-1.240803655,
Gm49379,0.071612806,-0.315163641,
Gm48734,6.600404428,-0.120088841,
Gm48709,0.077152452,0.577922156,
Gm48928,0.071612806,-0.315163641,
Gm3333,0.724054332,-1.848838129,
A030003K21Rik,16.50607375,-1.920529753,
Gm47383,0.077740531,0.577922156,
4930473H19Rik,49.37805918,-0.144741746,0.739670891
Gm36757,0.239529329,1.402311356,
Gm47447,1.135697758,-0.689685863,
Gm40884,1.141053465,1.358310501,
Gm47959,16.10747036,-1.822420305,
Gm34016,0.078348701,0.577922156,
Gm48754,0.072440546,-0.315163641,
Gm33424,1.738183548,0.997394212,
A930040O22Rik,2.407825836,-0.997823379,
Gm47806,4.098416201,0.533975122,
Gm47139,0.252445882,1.402311356,
Gm7712,0.447223148,-0.015562529,
Gm2614,20.1355789,0.343454318,0.441133227
Gm3829,0.48366239,0.85241746,
Gm48883,0.561206484,1.912682448,
E330035G20Rik,0.077152452,0.577922156,
Gm35161,7.347457695,1.908219517,
Gm40864,0.306163109,0.028338984,
Gm47650,0.531630626,0.329510792,
Gm47588,1.706048825,0.219001712,
Gm47813,2.703993276,-0.300368336,
Gm9231,1.015116116,0.225079438,
Gm19951,3.72071071,0.466077151,
Gm7511,4.477270838,-0.038272079,
Gm47177,0.590217502,-1.437833531,
Gm48624,1.061232699,-0.503078608,
Gm47748,0.325875939,0.921426597,
Ly6e-ps1,0.709576434,0.289076979,
Gm47207,0.155481063,0.990116756,
Gm49383,1057.344159,0.049193992,0.845292536
Gm48690,1.795321565,-0.299866728,
Gm48422,0.084010896,0.577922156,
Gm48713,0.659142066,-0.406685269,
Gm48693,6.345330596,0.417341542,
Gm48771,1.774325786,0.076954386,
Gm47457,0.071137779,-0.315163641,
Gm47863,123.4826459,-0.752344523,0.001186369
Gm48482,0.228422577,-0.383859157,
Gm7614,0.218109584,-0.383859234,
Gm36839,13.66997944,0.053354594,
Gm9292,0.155148676,0.097030959,
Mylf-ps,59.55502883,2.522454562,0.127835938
Gm47954,0.324437404,0.92142657,
Gm20102,0.07100201,-0.315163641,
Gm47664,1.438359902,-0.205504293,
Gm49654,5.24089823,-0.085260972,
Gm47127,3.250355869,-0.840600931,
A330076C08Rik,0.077152452,0.577922156,
Gm35638,6.452213739,-0.044521567,
B020018J22Rik,0.153655362,0.097030959,
Gm47545,0.221229885,-0.38385921,
Gm48343,0.155481063,0.990116756,
Gm40576,0.077152452,0.577922156,
Gm48586,2.707283557,0.526053243,
D230049E03Rik,0.83599281,0.736170237,
Gm6988,11.9031269,0.15257823,
Gm48632,24.30081231,-0.27531631,0.521688212
Gm48291,2.94246197,-1.592912251,
Gm47587,0.07100201,-0.315163641,
Gm46430,325.6831531,-0.22492772,0.402648967
Cbx3-ps5,1.065365519,-1.371534406,
1700081N11Rik,194.3176532,0.448493385,0.296886816
4930474N09Rik,0.143225611,-0.796054839,
4921525O09Rik,0.072440546,-0.315163641,
Gm47435,5.05806067,0.126925078,
Gm40841,3.064336549,1.102370802,
Gm48557,4.967043506,-0.12300577,
Gm48147,0.291965527,-0.864126413,
Gm47808,0.07100201,-0.315163641,
4933433N18Rik,0.084010896,0.577922156,
Gm40548,0.097954331,0.577922156,
Gm6109,1.845393334,0.198694478,
Gm47251,13.07007176,-0.064298122,
Gm48338,1.988595616,0.360530211,
Gm40663,2.221395007,-0.143318244,
Gm48574,9.643494163,-0.827514352,
Gm36752,0.168848178,0.990116756,
Gm30155,0.084424089,0.577922156,
Gm48585,7.51968221,-0.262471682,
Gm33489,0.420054481,2.169183636,
Tes3-ps,6.152626947,0.277284527,
Gm30409,0.780830911,0.000715925,
Gm7446,1.30100357,-0.549178347,
Gm35190,4.412755718,-0.123950134,
Gm48551,653.0236598,0.098538589,0.240425661
Gm4811,3.461139535,-0.563582642,
Gm47969,26.24846177,-1.018725137,0.882551047
4930477G07Rik,1.950436634,1.05268952,
Gm41002,0.431769789,-0.033850243,
Tubb2a-ps2,0.218848352,-0.383859228,
Gm47470,0.084424089,0.577922156,
Gm21559,0.524653444,1.105469058,
Gm40853,0.077740531,0.577922156,
Gm47982,0.071612806,-0.315163641,
A530058O07Rik,0.220963517,-0.383859212,
Gm18413,0.140018772,0.097030959,
Gm49326,28.25802041,0.546351422,0.147953767
Gm48559,48.39704419,0.086631781,0.873555322
Gm32219,42.60370864,1.133899908,0.293478622
4930423D22Rik,0.170394876,0.097030959,
Gm48445,0.084424089,0.577922156,
Gm47884,6.924082679,-0.081751201,
Gm47428,30.82652446,-0.25290596,0.681695084
Gm32036,0.906938812,1.473272813,
Gm8227,0.071137779,-0.315163641,
Gm18113,2.667152228,0.333361241,
Gm8075,0.072440546,-0.315163641,
Gm48492,0.072440546,-0.315163641,
Gm47586,1.447447571,1.406765484,
Gm47260,63.53523116,0.43147884,0.109521151
D030007L05Rik,2.460073358,0.082119713,
Gm48296,3.808338534,-0.164861123,
A530046M15Rik,0.325653743,0.92142659,
Gm7695,0.728173501,0.962649585,
9430031K09Rik,1.442355469,0.102412543,
Gm49251,0.369854735,-1.288496809,
Eprn,0.077152452,0.577922156,
Gm48369,0.599672536,-0.043529172,
Gm48575,0.097954331,0.577922156,
Gm20789,0.195908661,0.990116756,
Gm19195,0.221318857,-0.383859209,
Gm48730,0.227941699,0.509229328,
